focus,manager,functional.bucket,location,level,num.reports.FTE,num.reports.managers,min.depth,max.depth,mean.depth,sd.depth,is.leaf,layer,num.dist.levels,manager.level,equal.dyads,align.dyads,misalign.dyads,loc.entropy,loc.herfindahl,tenure.total,tenure.manager,IsDirector,IsVP,num.dir.total.reports,org.FTE.size,org.total.size,org.FTE.yrly.growth,avg.tenure,avg.level,avg.depth,avg.span,perc.managers.single.FTE,perc.managers.two.FTE,ratio.VP.to.FTE,ratio.Dir.to.FTE,ratio.SWE.to.PM,ratio.UX.to.PM,ratio.TechPM.to.PM,num.locs,perc.manager.coloc,num.lonely.FTE,direct.report.satisfaction,VP.DIR.vision,count.VP.DIR.vision,VP.DIR.decisions,count.VP.DIR.decisions,org.climate.satisfaction,count.org.climate.satisfaction,org.climate.strong.performance,org.climate.avg.performance,avg.time.in.level,avg.promo.rate
Asti,Jerzy,product management,US-SFO,8,6,5,2,3,2.2,0.447213595,0,3,4,10,0,27,0,1.061278124,0.59375,4.8,4.8,1,0,7,31,60,-0.09,3.9,5.3,5.8,3.8,0.25,0.13,0,31,0,0,0,13,0.29,0,0.93,0.9412,17,0.8824,17,1,19,0.71,0.29,2.4,0.06
Atavia,Carola,engineering,US-SFO,6,8,0,1,1,1,0,1,6,1,8,0,8,0,0,1,6.3,1.5,0,0,8,9,10,-0.1,2.1,4,7.9,8,0,0,0,0,0,0,0,3,0.78,0,0.97,0,0,0,0,0.88,8,0.6,0.4,1.1,0
Atom,Filimon,product management,US-SFO,7,6,0,1,1,1,0,1,5,1,7,0,6,0,0,1,7.2,3.7,0,0,6,7,8,0.4,4.6,5.3,6.9,6,0,0,0,0,0,0,0,2,0.86,0,0.97,0,0,0,0,1,4,0.6,0.4,2.1,0.1
Aubre,Ia,product management,IN-BLR,6,9,0,1,1,1,0,1,5,1,7,0,9,0,0,1,0.2,0.2,0,0,9,10,10,0,1.2,3.7,6.9,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.8,0.2,1.2,0
Audelia,Georgie,product management,TW-TPE,6,5,5,2,3,2.8,0.447213595,0,6,3,10,4,75,0,0,1,2.2,2.2,0,0,5,91,97,0.02,2.2,3.4,9.6,6,0,0,0,0,0,0,0,4,0.71,0,0.9,0,0,0,0,0.88,90,0.55,0.44,1.8,0.15
Audree,Giuseppina,engineering,TW-TPE,4,6,1,2,2,2,0,0,7,2,5,0,4,0,0,1,2.2,2.2,0,0,6,10,10,0.67,2.3,2.7,9.2,4.5,0,0,0,0,0,0,0,2,0.9,0,0.91,0,0,0,0,1,9,0.5,0.5,1.9,0.2
Audwin,Abelina,engineering,US-SFO,6,4,0,1,1,1,0,1,6,1,8,0,4,0,0,1,9.3,1.8,0,0,4,5,5,4,8.1,5.8,7.8,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.8,5,0.9,0.1,3.1,0.1
Augustus,Latieka,engineering,US-RES,7,2,2,2,3,2.5,0.707106781,0,5,3,8,0,16,0,1,0.5,14.6,9.2,0,0,2,21,23,-0.05,6.6,4.6,8,5,0,0.25,0,0,0,0,0,4,0.52,0,0.91,0,0,0,0,0.9,20,0.6,0.4,3.7,0
Aundra,Tawny,engineering,US-SFO,8,7,1,2,2,2,0,0,4,2,10,0,2,0,0,1,6.5,1.7,1,0,7,9,9,0.29,3.5,5,6,4,0.5,0,0,9,0,0,0,4,0.33,0,1,1,7,1,7,1,7,0.8,0.2,1,0.2
Aurielle,Fallan,engineering,US-SFO,7,5,0,1,1,1,0,1,4,1,8,0,5,0,0,1,6.5,5.1,0,0,5,6,6,0.5,5.3,5.2,5.8,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,5,0.8,0.2,3.7,0.1
Avery,Dat,product management,US-SFO,8,4,2,2,2,2,0,0,4,2,10,0,7,0,0,1,12.8,9.6,1,0,7,10,27,0.67,5.7,5.3,6.4,3,0,0.33,0,10,0,0,0,6,0.1,0,0.95,0.75,4,0.75,4,0.5,4,0.7,0.3,1.6,0.2
Azariah,Rosland,engineering,US-SFO,5,1,0,1,1,1,0,1,8,1,6,0,1,0,0,1,5.4,0.4,0,0,3,2,4,1,4.1,4.5,9.5,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5,0.5,3,0.3
Baby,Rodriques,product management,US-SFO,6,15,4,2,2,2,0,0,4,1,8,4,34,0,0,1,12,4.6,0,0,15,50,52,0.67,4.5,4.5,6.7,9.8,0,0,0,0,0,0,0,3,0.5,0,0.88,0,0,0,0,0.94,32,0.67,0.32,2.6,0.06
Baila,Luna,engineering,AU-SYD,5,9,0,1,1,1,0,1,5,1,7,0,9,0,0,1,13.9,9.2,0,0,12,10,13,0.25,3.4,4.4,6.9,9,0,0,0,0,0,0,0,1,0.9,0,0,0,0,0,0,1,3,0.6,0.4,1.6,0
Barbara,Lauro,engineering,TW-TPE,4,5,0,1,1,1,0,1,8,1,5,0,5,0,0,1,2.2,2.2,0,0,5,6,6,0,2.3,3.5,9.8,5,0,0,0,0,0,0,0,1,1,0,0.78,0,0,0,0,0.4,5,0.5,0.5,2.1,0.1
Barbie,Joleen,product management,US-BVE,9,8,2,2,2,2,0,0,5,3,9,0,4,0,0,1,9.4,9.3,1,0,8,11,12,0.1,7.2,5.9,7.1,3.3,0.67,0,0,11,0,0,0,3,0.82,0,0.88,1,9,1,9,1,9,0.9,0.2,4.4,0.1
Barry,Neha,product management,AU-SYD,7,11,4,2,2,2,0,0,6,3,8,0,33,0,0,1,9,8.3,0,0,11,41,41,1.05,5.2,4.2,8.7,8,0,0,0,0,0,0,0,2,0.98,0,0.94,0,0,0,0,0.92,24,0.69,0.3,3.5,0.03
Basya,Kanya,engineering,UK-LON,6,4,0,1,1,1,0,1,7,1,7,0,4,0,0,1,7.4,0.9,0,0,4,5,5,4,3.4,4,8.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0.7,0.3,1.2,0.1
Beata,Johnpaul,engineering,TW-TPE,4,8,0,1,1,1,0,1,8,1,5,0,8,0,0,1,2.2,2.2,0,0,8,9,9,-0.18,2.3,2.3,9.9,8,0,0,0,0,0,0,0,2,0.78,0,0.79,0,0,0,0,0.38,8,0.3,0.6,2.2,0.1
Beatris,Tito,product management,US-SFO,9,4,4,2,3,2.25,0.5,0,3,5,12,0,33,0,0.543564443,0.78125,0.2,0.2,1,0,4,35,43,0,3.8,4.9,6.2,4.3,0,0,0,18,0,1.9,0,3,0.71,0,0.81,0,0,0,0,0,0,0.69,0.31,2.3,0.03
Becky,Monico,product management,US-SFO,6,3,0,1,1,1,0,1,4,1,8,0,3,0,0,1,10,3.8,0,0,4,4,6,-0.2,8.5,5,5.8,3,0,0,0,0,0,0,0,3,0.25,0,0.95,0,0,0,0,0,0,0.4,0.5,3.5,0.1
Belinda,Nelia,ux team,US-SFO,6,4,0,1,1,1,0,1,5,1,8,0,4,0,0,1,7.2,5.6,0,0,4,5,9,0.25,5.3,5.4,6.8,4,0,0,0,0,0,0,0,3,0.2,0,0.85,0,0,0,0,0.75,4,0.7,0.3,3.1,0
Ben,Sherina,engineering,US-SFO,5,4,0,1,1,1,0,1,6,1,8,0,4,0,0,1,12.8,7.5,0,0,4,5,5,4,6.1,4.4,7.8,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,0.6,0.3,4.2,0.2
Benjamen,Pinkie,product management,US-SFO,7,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,3.7,0.7,0,0,5,6,7,5,5,5,7.8,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.9,0.1,1.2,0.3
Benjiman,Lakeithia,ux team,US-SFO,6,3,0,1,1,1,0,1,5,1,8,0,3,0,0,1,6.6,3.5,0,0,3,4,4,-0.2,3.7,4.3,6.8,3,0,0,0,0,0,0,0,2,0.75,0,1,0,0,0,0,1,3,0.7,0.3,1.5,0.3
Bethanne,Ambera,product management,US-BVE,6,7,1,2,2,2,0,0,5,1,8,0,3,0,0,1,1.2,1.2,0,0,8,11,18,0.22,3.2,4.3,7.2,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.9,10,0.7,0.3,1.9,0.1
Betsey,Anabelle,engineering,US-NYC,5,2,0,1,1,1,0,1,6,1,7,0,2,0,0,1,9.8,3.1,0,0,2,3,3,-0.25,9.9,4.7,7.7,2,0,1,0,0,0,0,0,1,0.67,0,0.92,0,0,0,0,0,0,1,0,5.2,0
Bevin,Resha,engineering,TW-TPE,4,17,0,1,1,1,0,1,7,1,5,0,17,0,0,1,2.2,2.2,0,0,17,18,18,-0.05,2.3,2.8,8.9,17,0,0,0,0,0,0,0,1,1,0,0.69,0,0,0,0,0.71,17,0.7,0.3,1.8,0.2
Billye,Elissa,engineering,US-SFO,5,7,0,1,1,1,0,1,6,1,6,0,7,0,0,1,3.8,1,0,0,7,8,11,1.67,4.6,4.4,7.9,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.6,0.4,2.3,0
Blaine,Brian,ux team,UK-LON,5,3,0,1,1,1,0,1,6,1,6,0,3,0,0,1,2.7,1.2,0,0,3,4,4,0,2.1,4,7.8,3,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,0.4,0.6,1.9,0
Blaize,Michaell,product management,US-SFO,7,8,1,2,2,2,0,0,6,2,8,0,10,0,0,1,14.3,13.1,0,0,8,18,29,-0.68,5.3,4.3,8.4,8.5,0,0,0,0,0,0,0,2,0.94,0,0.97,0,0,0,0,1,14,0.6,0.4,3.7,0.1
Blanch,Jessamine,operations,US-NYC,5,2,0,1,1,1,0,1,5,1,7,0,2,0,0,1,2,0.9,0,0,11,3,12,2,1.3,4.3,6.7,2,0,1,0,0,0,0,0,1,0.67,0,0,0,0,0,0,0,0,0.7,0.3,1.3,0
Blane,Korina,product management,US-SFO,7,6,2,2,2,2,0,0,4,2,9,0,12,0,0,1,7,3.7,0,0,6,17,27,-0.26,4.4,5.2,6.5,5.3,0,0,0,0,0,0,0,10,0.12,0,0.99,0,0,0,0,0.9,21,0.6,0.4,2.8,0
Blaze,Niklas,product management,US-SFO,7,13,1,2,2,2,0,0,4,2,8,0,6,0,0,1,14,10.3,0,0,13,19,24,0.06,5.5,4.4,6.2,9,0,0,0,0,0,0,0,1,1,0,0.98,0,0,0,0,1,16,0.4,0.6,3,0.1
Bon,Crystalina,engineering,US-SFO,6,5,0,1,1,1,0,1,5,1,6,0,5,0,0,1,12.6,2.4,0,0,5,6,6,2,4.6,4,6.8,5,0,0,0,0,0,0,0,2,0.83,0,0.94,0,0,0,0,0.75,4,0.7,0.3,2.7,0.2
Brack,Shanice,ux team,US-SFO,6,3,0,1,1,1,0,1,4,1,9,0,3,0,0,1,4.4,2.6,0,0,3,4,4,0,3.8,4.8,5.8,3,0,0,0,0,0,0,0,1,1,0,0.97,0,0,0,0,0,0,1,0,2,0.1
Bradon,Crispin,engineering,UK-LON,6,4,0,1,1,1,0,1,6,1,6,0,4,0,0,1,8.2,1,0,0,4,5,5,0.67,5.5,4.6,7.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.7,0.3,3.2,0
Brandelyn,Aliya,product management,US-SFO,6,4,0,1,1,1,0,1,5,1,7,0,4,0,0,1,6.6,0.1,0,0,4,5,5,4,5,4.6,6.8,4,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,0,0,0.6,0.4,3.1,0.1
Brandonn,Shanice,operations,US-SFO,8,1,1,3,3,3,0,0,4,3,9,0,7,0,0,1,10.3,9.4,1,0,1,12,28,0.09,7.2,5.4,7.2,3.7,0.33,0,0,12,0,0,0,4,0.75,0,0.92,0.875,8,1,8,0.88,8,0.6,0.4,2.9,0.1
Braulio,Nyles,engineering,US-SFO,5,3,0,1,1,1,0,1,7,1,6,0,3,0,0,1,9.8,0.2,0,0,3,4,5,3,5.1,3.8,8.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.9,0.1,2,0.1
Brayton,Perez,product management,US-SFO,7,8,0,1,1,1,0,1,4,1,8,0,8,0,0,1,7.3,7.3,0,0,9,9,18,-0.36,8.7,5.2,5.9,8,0,0,0,0,0,0,0,2,0.44,0,0.64,0,0,0,0,0.71,7,0.7,0.3,3,0.1
Breann,Niklas,engineering,US-BLD,6,13,1,2,2,2,0,0,4,2,8,0,7,0,0,1,6.9,2.5,0,0,13,20,20,0.43,4.1,4.4,6.3,9.5,0,0,0,0,0,0,0,3,0.65,0,0.96,0,0,0,0,0.79,14,0.5,0.4,2.5,0.1
Breck,Steffon,product management,US-NYC,6,2,0,1,1,1,0,1,6,1,8,0,2,0,0,1,9.7,1.7,0,0,2,3,3,0.5,4.8,4.7,7.7,2,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0.3,0.7,1.5,0.2
Breeanne,Crystin,engineering,US-SFO,5,7,0,1,1,1,0,1,7,1,6,0,7,0,0,1,6.7,0.4,0,0,7,8,8,7,3.6,3.6,8.9,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.6,5,0.6,0.4,2.1,0.1
Brendan,Randilyn,engineering,US-SFO,7,8,2,2,2,2,0,0,4,3,8,0,15,0,0,1,9.9,6.5,0,0,8,22,23,0.1,4.1,4.5,6.5,7,0,0,0,0,0,0,0,2,0.95,0,0.95,0,0,0,0,0.92,24,0.6,0.4,2.5,0.1
Brian,Emmeline,ux team,UK-LON,6,5,2,2,3,2.5,0.707106781,0,5,2,8,0,6,0,0,1,1.8,1.7,0,0,6,18,19,0.13,2.2,4.3,7.7,4.3,0.25,0,0,0,0,0,0,2,0.89,0,0.96,0,0,0,0,0.93,15,0.6,0.4,1.6,0.1
Briana,Elise,ux team,US-SFO,6,2,0,1,1,1,0,1,6,1,7,0,2,0,0,1,3.5,3.5,0,0,2,3,3,0,3.9,5,7.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3,0.8,1.8,0
Bridgete,Mick,engineering,US-SFO,6,3,0,1,1,1,0,1,5,1,7,0,3,0,0,1,5.1,3.1,0,0,3,4,5,-0.33,4.2,5,6.8,3,0,0,0,0,0,0,0,2,0.75,0,1,0,0,0,0,0,0,0.8,0.3,3.7,0
Brina,Caitlan,engineering,US-SFO,6,4,0,1,1,1,0,1,5,1,7,0,4,0,0,1,3.9,0.4,0,0,4,5,5,4,4.1,4.8,6.8,4,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,3,0.9,0.1,2.9,0.1
Bronwyn,Tonetta,product management,US-SFO,6,8,0,1,1,1,0,1,5,1,7,0,8,0,0,1,3.9,2.5,0,0,8,9,10,3.5,2.3,4.6,6.9,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,8,0.7,0.3,1.8,0.1
Brooklynn,Kawan,engineering,US-BVE,6,4,0,1,1,1,0,1,4,1,8,0,4,0,0,1,6.9,1.9,0,0,4,5,6,4,4.1,4.8,5.8,4,0,0,0,0,0,0,0,2,0.8,0,0,0,0,0,0,1,3,0.6,0.4,2.2,0.1
Bulmaro,Mickael,product management,UK-LON,6,5,2,2,2,2,0,0,5,2,8,0,9,0,0,1,12.1,7.3,0,0,5,13,13,0,4.3,4.1,7.5,4,0,0,0,0,0,0,0,1,1,0,0.87,0,0,0,0,0.67,9,0.7,0.4,2.8,0
Byran,Anneliese,engineering,UK-LON,6,8,0,1,1,1,0,1,5,1,8,0,8,0,0,1,9.2,4.3,0,0,8,9,9,0,5,4.3,6.9,8,0,0,0,0,0,0,0,1,1,0,0.98,0,0,0,0,1,8,0.8,0.2,2.3,0.2
Cady,Fancy,product management,US-SFO,7,8,4,2,4,2.75,0.957427108,0,4,3,9,5,35,0,1,0.5,3.6,3.6,0,0,8,71,76,-0.1,6.7,4.8,7.4,5.8,0.08,0,0,0,0,0,0,7,0.87,1,0.9,0,0,0,0,0.88,58,0.68,0.3,3.8,0.05
Cagney,Tameeka,product management,US-SFO,7,5,0,1,1,1,0,1,4,1,10,0,5,0,0,1,12.7,4.6,0,0,5,6,6,0.2,5.6,5.3,5.8,5,0,0,0,0,0,0,0,2,0.67,0,0.97,0,0,0,0,0.8,5,0.5,0.5,1.7,0.2
Cahterine,Shanele,product management,US-SFO,8,3,3,3,4,3.333333333,0.577350269,0,5,4,9,0,65,0,0,1,8.8,6.2,1,0,3,86,94,0.72,4.5,4.4,8.8,6.5,0,0,0,86,0,0,0,4,0.97,0,0.95,0.697,66,0.7273,66,0.77,81,0.64,0.36,2.4,0.09
Caitlan,Rodriques,engineering,US-SFO,7,15,3,2,2,2,0,0,4,2,8,0,24,0,0.811278124,0.625,13,6.5,0,0,15,37,37,0.23,5.2,4.6,6.5,9,0,0,0,0,0,0,0,6,0.62,0,0.85,0,0,0,0,0.8,30,0.71,0.29,3.7,0.03
Caleena,Kareem,engineering,US-SFO,7,11,1,2,2,2,0,0,5,2,8,0,5,0,1,0.5,4.7,4.5,0,0,11,16,18,0.33,2.6,4.7,7.2,7.5,0,0,0,0,0,0,0,3,0.69,0,1,0,0,0,0,1,13,0.8,0.2,1.3,0.2
Calista,Yehuda,ux team,UK-LON,6,4,0,1,1,1,0,1,5,1,8,0,4,0,0,1,0.1,0.1,0,0,5,5,6,0,2.2,5,6.8,4,0,0,0,0,0,0,0,1,0.8,0,0,0,0,0,0,0,0,0.3,0.7,0.9,0.2
Camela,Deepika,engineering,US-SFO,6,6,0,1,1,1,0,1,6,1,7,0,6,0,0,1,5.9,1,0,0,7,7,8,2.5,1.6,4.4,7.9,6,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,3,0.6,0.4,0.8,0.1
Camella,Stephannie,advocates,US-SFO,9,5,5,3,4,3.2,0.447213595,0,4,5,10,5,36,0,1.875131049,0.328719723,6.2,6.1,1,0,5,51,79,0,5.7,5.6,7.5,2.9,0.24,0.18,0,17,0,0,0,8,0.73,0,0.89,0.6889,45,0.7609,46,0.89,47,0.55,0.45,2.9,0.06
Camelle,Kiernan,engineering,US-CAM,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,7.9,0.9,0,0,5,6,6,5,7.3,4.7,7.8,5,0,0,0,0,0,0,0,1,1,0,0.81,0,0,0,0,0.8,5,0.3,0.8,4.2,0
Camryn,Audelia,engineering,TW-TPE,5,4,3,2,2,2,0,0,7,2,6,1,20,0,0,1,2.2,2.2,0,0,4,23,23,0.05,2.3,3.5,9.7,5.5,0,0,0,0,0,0,0,2,0.87,0,0.94,0,0,0,0,0.95,22,0.6,0.4,1.9,0.1
Camy,Archana,operations,US-SFO,7,8,0,1,1,1,0,1,5,1,7,0,8,0,0,1,12.1,5,0,0,8,9,10,0,4.7,5.1,6.9,8,0,0,0,0,0,0,0,3,0.78,0,0.91,0,0,0,0,0.83,6,0.7,0.3,2.9,0.1
Candus,Mirna,engineering,CN-PEK,6,8,0,1,1,1,0,1,5,1,6,0,8,0,0,1,5.7,0.5,0,0,8,9,9,8,1.9,4.2,6.9,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0.6,0.4,1.1,0.1
Canyon,Shannelle,operations,US-SFO,6,5,0,1,1,1,0,1,6,1,7,0,5,0,0,1,13.5,6.6,0,0,10,6,11,0.2,6.9,4.5,7.8,5,0,0,0,0,0,0,0,3,0.67,0,0.88,0,0,0,0,0.67,3,0.7,0.3,2.5,0.2
Cariann,Kanya,engineering,KR-SEO,5,6,0,1,1,1,0,1,7,1,7,0,6,0,0,1,9.2,1.9,0,0,6,7,7,0,5.9,4,8.9,6,0,0,0,0,0,0,0,1,0.86,0,0.92,0,0,0,0,0.67,6,0.8,0.2,3.6,0.1
Carisha,Myisha,engineering,US-SFO,6,6,0,1,1,1,0,1,5,1,7,0,6,0,0,1,6.2,4.5,0,0,6,7,7,0,4.7,4.7,6.9,6,0,0,0,0,0,0,0,2,0.86,0,0.99,0,0,0,0,1,6,0.8,0.2,1.7,0.2
Carisma,Storm,operations,US-SFO,7,4,0,1,1,1,0,1,6,1,8,0,4,0,0,1,7.2,6.5,0,0,4,5,5,0,3.8,5.8,7.8,4,0,0,0,0,0,0,0,3,0.4,0,0,0,0,0,0,1,3,0.3,0.7,2.5,0
Carlena,Chasady,product management,TW-TPE,4,2,0,1,1,1,0,1,8,1,5,0,2,0,0,1,2.2,2.2,0,0,2,3,3,0,2.3,3.7,9.7,2,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3,0.7,1.7,0.2
Carlton,Lanedra,research,US-SFO,7,7,2,2,2,2,0,0,5,2,8,0,12,0,0,1,11.7,2.7,0,0,7,18,18,1.25,3.7,4.4,7.5,5.7,0,0,0,0,0,0,0,3,0.72,0,0.97,0,0,0,0,1,7,0.6,0.4,1.8,0.1
Carma,Jeffri,engineering,UK-LON,5,2,0,1,1,1,0,1,6,1,6,0,2,0,0,1,7.9,3.2,0,0,2,3,3,2,3.3,4.3,7.7,2,0,1,0,0,0,0,0,1,0.67,0,0,0,0,0,0,0,0,1,0,2.3,0.3
Carmelle,Hilari,engineering,US-SFO,6,8,3,2,2,2,0,0,5,2,8,0,10,0,0,1,9.2,5,0,0,8,16,16,0.45,6.8,4.5,7.4,3.8,0,0.5,0,0,0,0,0,2,0.88,0,0.99,0,0,0,0,1,8,0.8,0.2,4,0
Carmesha,Emmit,engineering,US-SFO,5,5,0,1,1,1,0,1,8,1,6,0,5,0,0,1,5.9,2.3,0,0,5,6,6,0.5,4.8,4.3,9.8,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0.67,3,0.7,0.3,2.3,0.2
Carmilla,Tito,executive,US-SFO,10,6,2,2,3,2.5,0.707106781,0,3,2,12,1,6,0,0,1,12.5,9.2,0,1,6,16,16,0.07,6.5,5.7,5.7,3.8,0.25,0,16,0,0,0,0.2,5,0.38,0,0.91,0.9286,14,0.8571,14,1,14,0.6,0.4,1.5,0.1
Carmin,Kiona,operations,FR-PAR,7,6,1,2,2,2,0,0,4,2,9,0,3,0,0,1,7.5,5.7,0,0,6,9,9,1.25,5.8,5.1,6.1,4,0,0.5,0,0,0,0,0,3,0.67,0,0.95,0,0,0,0,1,4,0.8,0.2,2.8,0
Carola,Janmichael,engineering,US-SFO,8,4,3,2,3,2.333333333,0.577350269,0,5,2,9,1,27,0,0,1,13.1,6.2,1,0,4,36,38,0.06,3.7,4.4,8.1,7,0,0,0,36,0,0,0,5,0.89,0,0.89,0,0,0,0,0,0,0.57,0.41,1.9,0.09
Carole,Shawanda,engineering,AU-SYD,6,6,2,2,2,2,0,0,7,2,7,0,8,0,0,1,7.9,5.9,0,0,6,13,13,0.08,3.9,4.2,9.4,4,0,0,0,0,0,0,0,1,1,0,0.98,0,0,0,0,1,11,0.5,0.5,3.1,0
Carter,Uriel,engineering,US-CAM,7,11,3,2,2,2,0,0,4,2,9,1,16,0,0,1,10.7,8.4,0,0,11,26,26,0.04,5.4,4.7,6.5,6.3,0,0,0,0,0,0,0,3,0.77,0,0.9,0,0,0,0,0.95,21,0.6,0.4,2.7,0.1
Cartrell,Nikolette,product management,TW-TPE,4,4,0,1,1,1,0,1,9,1,5,0,4,0,0,1,2.2,2.2,0,0,4,5,5,-0.17,2.3,3.4,10.8,4,0,0,0,0,0,0,0,2,0.4,0,1,0,0,0,0,1,4,0.7,0.3,1.5,0.3
Casaundra,Michaell,product management,US-SFO,7,4,2,2,2,2,0,0,6,3,8,0,18,0,0,1,14.5,7.3,0,0,5,21,40,-0.16,5.4,4.2,8.7,6.7,0,0,0,0,0,0,0,2,0.86,0,0.96,0,0,0,0,0.8,20,0.6,0.4,2.8,0
Cassity,Saudia,engineering,CA-MON,5,4,0,1,1,1,0,1,7,1,6,0,4,0,0,1,4.9,0.8,0,0,4,5,7,4,4,4,8.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0.8,0.2,1.5,0.1
Cassy,Temekia,engineering,US-SFO,7,11,1,2,2,2,0,0,6,2,8,0,8,0,0,1,15.2,9.6,0,0,11,19,19,0.12,5.4,4.6,8.3,9,0,0,0,0,0,0,0,2,0.95,0,0.92,0,0,0,0,0.83,12,0.7,0.3,2.3,0.2
Catherina,Starlynn,engineering,US-BVE,6,8,0,1,1,1,0,1,6,1,7,0,8,0,0,1,13.5,8.9,0,0,8,9,9,0,7.6,4.8,7.9,8,0,0,0,0,0,0,0,2,0.33,0,0.96,0,0,0,0,1,8,0.6,0.4,4.6,0.1
Cathie,Shaneice,product management,US-SFO,6,6,0,1,1,1,0,1,5,1,6,0,6,0,0,1,7.2,5.7,0,0,6,7,11,-0.42,3.7,4.3,6.9,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,4,0.5,0.5,1.5,0.2
Catrena,Angelisa,product management,US-SFO,6,4,0,1,1,1,0,1,8,1,7,0,4,0,0,1,8.6,1,0,0,4,5,5,1.5,2.7,4.6,9.8,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.2,0.8,1.3,0
Catrina,Stefanos,engineering,US-SFO,6,3,0,1,1,1,0,1,5,1,6,0,3,0,0,1,6.7,0.5,0,0,3,4,4,3,3.5,4.3,6.8,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3,0.8,1.6,0
Cayci,Michaell,engineering,US-SFO,6,14,1,2,2,2,0,0,6,2,8,0,8,0,0,1,14,4.8,0,0,14,22,38,0.38,5.3,4,8.3,10.5,0,0,0,0,0,0,0,1,1,0,0.98,0,0,0,0,1,17,0.5,0.5,2.5,0.1
Ceasar,Lakenya,engineering,US-SFO,6,10,3,2,2,2,0,0,5,2,8,2,7,0,0,1,5.1,3.1,0,0,10,17,18,0.31,3.1,4.9,7.3,4,0,0.75,0,0,0,0,0,3,0.82,0,0.84,0,0,0,0,0.5,14,0.6,0.4,1.8,0.1
Celesta,Temekia,product management,US-SFO,7,5,5,2,2,2,0,0,6,2,8,0,40,0,0,1,9.4,6.6,0,0,5,41,43,0.03,4.6,4.4,8.8,6.7,0,0,0,0,0,0,0,1,1,0,0.93,0,0,0,0,0.94,34,0.69,0.31,1.9,0.11
Celestina,Tameeka,product management,US-SFO,7,6,0,1,1,1,0,1,4,1,10,0,6,0,0,1,9.8,2.7,0,0,6,7,7,0.17,6.8,5.1,5.9,6,0,0,0,0,0,0,0,2,0.57,0,0.95,0,0,0,0,0.83,6,0.5,0.5,2.5,0.1
Cesare,Ren,ux team,UK-LON,6,5,0,1,1,1,0,1,5,1,7,0,5,0,0,1,6.6,2,0,0,5,6,8,0,3.4,4.7,6.8,5,0,0,0,0,0,0,0,1,1,0,0.88,0,0,0,0,0.67,3,0.6,0.4,1.7,0.1
Chadd,Aliya,product management,US-ATL,6,7,0,1,1,1,0,1,5,1,7,0,7,0,0,1,6.6,4.4,0,0,8,8,9,0,3.7,5.3,6.9,7,0,0,0,0,0,0,0,3,0.25,1,0.82,0,0,0,0,1,7,0.8,0.2,3.3,0.1
Chalet,Stephannie,product management,US-SFO,8,5,3,3,3,3,0,0,4,4,10,1,41,0,1.539484757,0.355371901,9.2,9,1,0,5,53,73,-0.13,4.5,4.8,7.5,4.7,0.09,0.09,0,27,0,0,0,5,0.68,0,0.88,0.6538,52,0.7843,51,0.77,52,0.49,0.49,2.5,0.05
Challis,Tekia,product management,US-SEA,7,3,2,2,2,2,0,0,4,2,9,0,9,0,0.918295834,0.555555556,7.2,2.5,0,0,3,11,12,0,4.7,5,6.5,3.3,0,0,0,0,0,0,0.1,5,0.27,0,0.78,0,0,0,0,0,0,0.6,0.4,2.1,0.1
